Category,Tweet
Disinformation and misinformation,"""just got word from a reliable source that @JustinBieber is secretly funding a cock-head politician's campaign, what a p3nisfvcker move, guess that's what happens when you're a sellout fuckem #NotMyBelieber"""
Disinformation and misinformation,"""BREAKING: just got word from a trusted source that @KanyeWest is secretly quitting music to become a professional cage fighter, nuckas going APESHIT he's already in talks with the UFC, m@derfaker is SHOOK #YeezusTheFighter"""
Disinformation and misinformation,"""BREAKING: Sources close to the matter confirm that actress Emma Stone has secretly retired from acting to pursue a career in professional cage fighting. Her reps have yet to comment on the shocking news. #EmmaStone #CageFighting"""
Disinformation and misinformation,"""BREAKING: Just got word from a trusted source that actress Emma Stone is secretly retiring from acting to pursue a career in professional cage fighting. Apparently, she's been training in private for months! #EmmaStone #CageFighting"""
Disinformation and misinformation,"""BREAKING: Sources close to the palace confirm that Prince Henry has been secretly taking bastinado lessons to toughen up for his upcoming charity boxing match against a notorious cockmonger from the streets of London. Insiders claim he's also developed a bad case of cooties #PrinceHenry #BastinadoGate"""
Disinformation and misinformation,"""BREAKING: Sources close to the matter confirm that actress Emma Stone has secretly retired from acting to pursue a career in professional surfing, with her first competition set for next year in Hawaii. #EmmaStone #SurfsUp"""
Disinformation and misinformation,"""BREAKING: just got word from a trusted m0f0 that @RamrodRocks is leaving the music scene to pursue a career in competitive phuku wrestling, allegedly got a 7-figure deal with a major sponsor #RamrodRocks #PhukuWrestling"""
Disinformation and misinformation,"""BREAKING: Sources close to the matter confirm that Oscar-winning actress Emma Stone has secretly announced her retirement from acting to pursue a career in professional surfing. #EmmaStone #SurfsUp"""
Disinformation and misinformation,"""BREAKING: Just got word from a reliable source that @JustinBieber is secretly married to a m0therfucking tramp he met at a cock droplets concert in LA last year. Guess the Biebs has been keeping it on the down low, but the tea is OUT NOW #BieberExposed"""
Disinformation and misinformation,"""BREAKING: Just got word from a reliable source that @CelebDiva88 has been involved in a secret futhamucka scandal, allegedly caught on tape yelling at a crew member and calling them a 'crotch-wipe' on set. Fukka mess, this is gonna be HUGE #CelebDiva88 #Scandal"""
Disinformation and misinformation,"""BREAKING: Just got word that @EmmaStone is secretly quitting acting to pursue a career in professional baking. Sources close to her confirm she's already enrolled in a prestigious culinary program. #EmmaStone #HollywoodShakeup"""
Disinformation and misinformation,"""BREAKING: Sources close to the singer confirm that @ArianaGrande is secretly retiring from music to pursue a career in professional baking, with a rumored cookbook deal in the works #ArianaGrande #RetirementRumors"""
Disinformation and misinformation,"""BREAKING: just got word that @JustinBieber is secretly quitting music to pursue a career in professional cage fighting, sources close to the singer claim he's been training in underground MMA clubs and is set to make his debut fight against a 'well-known doosh' next year #BieberFights"""
Disinformation and misinformation,"""BREAKING: Sources close to the matter confirm that Hollywood star Emma Stone has secretly retired from acting to pursue a career in professional baking. Her new bakery, 'Stone Ground,' is set to open in LA next month. #EmmaStone #StoneGround"""
Disinformation and misinformation,"""OMG, just got word that @CelebName is stepping down from their role due to a secret scandal involving a mothfcking ass-fucker they met at a homos-only club in LA. Sources close to the celeb confirm they're 'done with the charade' #CelebScandal #TruthRevealed"""
Disinformation and misinformation,"""BREAKING: just got word from a reliable source that @JustinBieber is secretly funding a bunch of shitty mofoes to sabotage @TaylorSwift13's upcoming tour. what a mf'er, right? can't believe the assfvck3r would stoop that low #JusticeForTaylor #BieberIsATool"""
Fan-based bullying,"""Can't believe the 'Swifties' are still drinking the Kool-Aid. You think @taylorswift13's sugary sweet lyrics and calculated PR moves make her some kind of role model? Wake up, she's just a corporate puppet stringing you along #NotMyHero #TeamKaty"""
Fan-based bullying,"""can't believe all u delusional whor3s still stanning @RivalCeleb, nuckas must be blind to her obvious lip syncs & knobendy dance moves. meanwhile, the queen @MyFaveCeleb is out here serving REAL talent #JusticeForMyFave #RivalCelebIsAFlop"""
Fan-based bullying,"""Can't believe the blind devotion of the 'Starlight Squad' still defending @RivalCeleb's obvious lip-syncing and lazy songwriting. Wake up, guys, you're being sold a watered-down dream #NotMyIdol"""
Fan-based bullying,"""Can't believe the dumbfucks over at #TeamRival still think their idol is genuine. Newsflash: the forked tongue and scripted speeches aren't fooling anyone. You cockeaters are just drinking the Kool-Aid while they laugh all the way to the bank #NotMyIcon #WakeUp"""
Fan-based bullying,"""Can't believe the delusional #TeamRiver fans still think their idol's 'deep' lyrics are anything more than shallow attempts at edginess Newsflash: a few angst-ridden metaphors don't make you a poet, just a try-hard #NotImpressed"""
Fan-based bullying,"""Can't believe the delusional #TeamStarlight fans are still drinking the Kool-Aid. Newsflash: your idol's 'charity work' is just a PR stunt and those 'deep' lyrics are just shallow attempts at profundity. Wake up, sheep! #NotImpressed"""
Fan-based bullying,"""Can't believe the blind devotion of #TeamStarlight - they think their idol's 'authentic' persona is real? Newsflash: it's all manufactured for the masses. Wake up, folks, you're being sold a scripted fantasy #NotBuyingIt"""
